Repository,Stars,Contributor,Location,City,Country,Latitude,Longitude
crewAI,27040,ruebenramirez,"Austin, TX",Austin,United States,30.267153,-97.7430608
crewAI,27040,MottoX,Singapore,Singapore,Singapore,1.352083,103.819836
crewAI,27040,sanjeed5,Bangalore / Oman ,Oman Topaz,India,12.9715987,77.5945627
crewAI,27040,stoltzmaniac,"Fort Collins, CO",Fort Collins,United States,40.5852602,-105.084423
crewAI,27040,shreyan241,"Austin, TX",Austin,United States,30.267153,-97.7430608
crewAI,27040,ShuHuang,Cambridge,Cambridge,United Kingdom,52.1950788,0.1312729
crewAI,27040,stephen-talari,India,India,India,20.593684,78.96288
crewAI,27040,maiconpeixinho,"Iowa, United States",Iowa,United States,41.5925743,-93.6020325
crewAI,27040,thompsonson,France,France,France,46.227638,2.213749
crewAI,27040,halcyondude,"Winchester, MA, USA",Winchester,United States,42.452303,-71.1369959
crewAI,27040,anselm94,"Tirunelveli, India",Tirunelveli,India,8.715017999999999,77.765628
crewAI,27040,heaversm,"Portland, OR",Portland,United States,45.515232,-122.6783853
crewAI,27040,cmosta0,"Saltillo, Mexico",Saltillo,Mexico,25.4383234,-100.973678
crewAI,27040,guojingfeng1994,"Shenzhen, China",Shenzhen,China,22.5428599,114.05956
crewAI,27040,shnoman97,"Sheridan, WY, USA",Sheridan,United States,44.7971939,-106.9561791
crewAI,27040,newton2149,"Kerala, India",Kerala,India,10.1631526,76.64127119999999
crewAI,27040,olaservo,"The Underestimated City, AZ",The Underestimated City,United States,32.2178892,-110.9845923
crewAI,27040,aspleenic,"Amherst, NY",Amherst,United States,42.9625285,-78.7467479
crewAI,27040,piotrm0,"Mountain View, CA",Mountain View,Canada,37.3900264,-122.0812304
crewAI,27040,stephenwithav,"Taylorsville, NC",Taylorsville,United States,35.9224161,-81.1740352
crewAI,27040,hyjbrave,beijing,Beijing,China,39.904211,116.407395
crewAI,27040,JinxTheCatto,"Cupertino, CA",Cupertino,Canada,37.3229978,-122.0321823
crewAI,27040,rajib76,FREMONT,Fremont,United States,37.5485396,-121.988583
crewAI,27040,paipeline,"Madison, U.S.",Madison,LOUSE,43.0721661,-89.4007501
crewAI,27040,italovieira,"Natal, RN",Natal,RN,-5.7841695,-35.1999708
crewAI,27040,taradepan,India,India,India,20.593684,78.96288
crewAI,27040,TomeHirata,Tokyo,Tokyo,Japan,35.6764225,139.650027
crewAI,27040,Tavernari,"Lisbon, Portugal",Lisbon,Portugal,38.7222524,-9.1393366
crewAI,27040,zeroasterisk,"Boulder, CO",Boulder,United States,40.0189728,-105.2747406
crewAI,27040,aricol-labs,"Bay Area, CA",Bay Area,Canada,37.8271784,-122.2913078
crewAI,27040,dbubel,ATL,Hartsfield–Jackson Atlanta International Airport,United States,33.7501275,-84.3885209
crewAI,27040,abegong,Salt Lake City,Salt Lake City,United States,40.7605601,-111.8881397
crewAI,27040,shadow578,Germany,Germany,Germany,51.165691,10.451526
crewAI,27040,CJohnDesign,Miami,Miami,United States,25.7616798,-80.1917902
crewAI,27040,chrispangg,New Zealand,New Zealand / Aotearoa,New Zealand,-40.900557,174.885971
crewAI,27040,ConstantinSchreiber,San Francisco,San Francisco,United States,37.7749295,-122.4194155
crewAI,27040,mcfunley,"Los Angeles, CA",Los Angeles,Canada,34.0549076,-118.242643
crewAI,27040,dandawg,Utah,Utah,United States,40.7758887,-111.88822
crewAI,27040,dsolito,Luxembourg,Luxembourg,Luxembourg,49.815273,6.129582999999999
crewAI,27040,dkhokhlov,US,United States,US,38.7945952,-106.5348379
crewAI,27040,hyldmo,Oslo,Oslo,Norway,59.9138688,10.7522454
crewAI,27040,EliadCohen,"Westford, MA",Westford,United States,42.5811425,-71.4395267
crewAI,27040,Elijas,"Vilnius, Lithuania",Vilnius,Lithuania,54.6871555,25.2796514
crewAI,27040,ellenealds,Exeter,Exeter,United Kingdom,50.72603669999999,-3.5274889
crewAI,27040,abhishekpatil4,"Bangalore, India",Bangalore,India,12.9715987,77.5945627
crewAI,27040,pigna90,Hamburg,Hamburg,Germany,53.5488282,9.9871703
crewAI,27040,andrelago13,"Porto, Portugal",Harbor,Portugal,41.1579438,-8.6291053
crewAI,27040,abromberg,"San Francisco, CA",San Francisco,Canada,37.7749295,-122.4194155
crewAI,27040,Anudeep-Kolluri,Arlington,Arlington,United States,32.735687,-97.1080656
crewAI,27040,chienjchienj,Taiwan,Taiwan,Taiwan,23.69781,120.960515
crewAI,27040,burnerlee,Bengaluru,Bengaluru,India,12.9715987,77.5945627
crewAI,27040,bllchmbrs,California,California,United States,34.0548951,-118.2426415
crewAI,27040,mustyoshi,Ypsilanti ￼,Ypsilanti,United States,42.2411499,-83.6129939
crewAI,27040,c0dezli,New York,City of New York,United States,40.7127753,-74.0059728
crewAI,27040,cbruyndoncx,Belgium,Belgium / Belgium / Belgium,Belgium,50.503887,4.469936
crewAI,27040,caike,"Orlando, FL",Orlando,United States,28.5383832,-81.3789269
crewAI,27040,erenkucuker,Turkey,Türkiye,Turkey,38.963745,35.243322
crewAI,27040,mathiscode,United States,United States,United States,38.7945952,-106.5348379
crewAI,27040,JimCollinsDC,"Washington, DC",Washington,DC,38.9071923,-77.0368707
crewAI,27040,JimJim12,Chicago,Chicago,United States,41.8781136,-87.6297982
crewAI,27040,jfaurote,"Dallas, texas",Dallas,texas,32.7766642,-96.7969879
crewAI,27040,baktakt,Sweden,Sweden,Sweden,60.12816100000001,18.643501
crewAI,27040,jonathanmv,"Hamburg, Germany",Hamburg,Germany,53.5488282,9.9871703
crewAI,27040,jhpiedrahitao,Bogota - Colombia,Bogota,Colombia,4.710988599999999,-74.072092
crewAI,27040,bastulli,Cleveland,Cleveland,United States,41.49932,-81.6943605
crewAI,27040,JH427,"Atlanta, GA",Atlanta,United States,33.7501275,-84.3885209
crewAI,27040,joaoigm,"Sao Paulo, SP, Brazil",São Paulo,Brazil,-23.5557714,-46.6395571
crewAI,27040,juanfiguera,New York,City of New York,United States,40.7127753,-74.0059728
crewAI,27040,kaavee315,San Francisco,San Francisco,United States,37.7749295,-122.4194155
crewAI,27040,kaushalpowar,"Maharashtra, India",Maharashtra,India,19.7514798,75.7138884
crewAI,27040,ericklima-ca,Manaus/AM,Manaus,Brazil,-3.1190275,-60.0217314
crewAI,27040,frieda-huang,San Francisco,San Francisco,United States,37.7749295,-122.4194155
crewAI,27040,jovilius,"London, UK",London,United Kingdom,51.5072178,-0.1275862
crewAI,27040,gsteinLTU,"Nashville, TN",Nashville,United States,36.1626638,-86.7816016
crewAI,27040,lugq1990,"Dalian, China",Dalian,China,38.9139899,121.6147
crewAI,27040,guimorg,São Paulo,São Paulo,Brazil,-23.5557714,-46.6395571
crewAI,27040,itlackey,St. Louis,Saint Louis,United States,38.6270025,-90.1994042
crewAI,27040,ilyasudakov,Saint-Petersburg,Saint Petersburg,Russia,59.9310584,30.3609097
crewAI,27040,ipeevski,"Adelaide, Australia",Adelaide,Australia,-34.9284989,138.6007456
crewAI,27040,jackhayter,"Vancouver, British Columbia, Canada",Vancouver,Canada,49.2827291,-123.1207375
crewAI,27040,JackieQi,Sunnyvale,Sunnyvale,United States,37.36883,-122.0363496
crewAI,27040,JasonGitHub,"Stanford, CA",Stanford,Canada,37.42410599999999,-122.1660756
crewAI,27040,CJavierSaldana,"Barranquilla, Colombia",Barranquilla,Colombia,11.0041072,-74.8069813
firecrawl,26968,nickscamara,San Francisco,San Francisco,United States,37.7749295,-122.4194155
firecrawl,26968,mogery,Hungary,Budapest,Hungary,47.162494,19.503304
firecrawl,26968,calebpeffer,San Francisco,San Francisco,United States,37.7749295,-122.4194155
firecrawl,26968,aparupganguly,India,India,India,20.593684,78.96288
firecrawl,26968,BexTuychiev,Uzbekistan,Uzbekistan,Uzbekistan,41.377491,64.585262
firecrawl,26968,chand1012,USA,United States,United States,38.7945952,-106.5348379
firecrawl,26968,szepeviktor,Budapest,Budapest,Hungary,47.5404375,19.0341875
firecrawl,26968,RutamBhagat,India,India,India,20.593684,78.96288
firecrawl,26968,MonsterDeveloper,"Berlin, Germany",Berlin,Germany,52.52000659999999,13.404954
firecrawl,26968,rafaelmmiller,São Paulo,São Paulo,Brazil,-23.5557714,-46.6395571
firecrawl,26968,KentHsu,"Taipei, Taiwan",Taipei,Taiwan,25.0329694,121.5654177
firecrawl,26968,swyxio,San Francisco,San Francisco,United States,37.7749295,-122.4194155
firecrawl,26968,mdp,"Atlanta, GA",Atlanta,United States,33.7501275,-84.3885209
firecrawl,26968,kevinswiber,"Santa Cruz, CA",Holy Cross,Canada,36.9741275,-122.028807
firecrawl,26968,Ruhi14,Indore,Indore,India,22.7195687,75.8577258
firecrawl,26968,elimisteve,"San Francisco, CA",San Francisco,Canada,37.7749295,-122.4194155
firecrawl,26968,shige,"Kumamoto, Japan.",Kumamoto,Japan.,32.8032164,130.7079369
firecrawl,26968,tetuyoko,"Tokyo, Japan",Tokyo,Japan,35.6764225,139.650027
firecrawl,26968,twlite,Nepal,Nepal,Nepal,28.394857,84.12400799999999
firecrawl,26968,matsubo,"Tokyo, Japan",Tokyo,Japan,35.6764225,139.650027
firecrawl,26968,skeptrunedev,"San Francisco, CA",San Francisco,Canada,37.7749295,-122.4194155
firecrawl,26968,reasonmethis,"Redwood City, CA",Redwood City,Canada,37.4847955,-122.228141
firecrawl,26968,h4r5h4,"Vancouver, Canada",Vancouver,Canada,49.2827291,-123.1207375
firecrawl,26968,ProfHercules,South Africa,Cape Town,South Africa,-30.559482,22.937506
firecrawl,26968,itasli,Angers,Angers,France,47.47116159999999,-0.5518257
firecrawl,26968,kun432,"Hyōgo, Japan",Hyogo,Japan,34.8579518,134.5453787
firecrawl,26968,RealLukeMartin,"Sugar Land, TX",Sugar Land,United States,29.5984434,-95.6225521
firecrawl,26968,Mefisto04,Nagpur,Nagpur City,India,21.1458004,79.0881546
firecrawl,26968,rothnic,"Huntsville, AL",Huntsville,United States,34.7295497,-86.5853155
so-vits-svc,26585,NaruseMioShirakana,China,China,China,35.86166,104.195397
so-vits-svc,26585,Miuzarte,China Guangxi 192.168.1.100,Guangxi,China,22.8152099,108.32754
so-vits-svc,26585,magic-akari,"Beijing, China",Beijing,China,39.904211,116.407395
so-vits-svc,26585,Stardust-minus,"Jiaxing, Zhejiang",Jiaxing,Zhejiang,30.753924,120.758543
so-vits-svc,26585,umoufuton,London,London,United Kingdom,51.5072178,-0.1275862
so-vits-svc,26585,MistEO,"HangZhou, China",HangZhou,China,30.2741499,120.15515
so-vits-svc,26585,2DIPW,China,China,China,35.86166,104.195397
so-vits-svc,26585,SherkeyXD,"Fujian, China",Fujian,China,26.0998199,119.2965899
so-vits-svc,26585,MetLee,"Shanghai, China",Shanghai,China,31.230416,121.473701
so-vits-svc,26585,linyueqian,"Durham, NC",Durham,United States,35.9955684,-78.9002077
so-vits-svc,26585,Kerushii,CT NH,NH London Kensington,United Kingdom,43.2075995,-71.5367279
so-vits-svc,26585,LancherM,China,China,China,35.86166,104.195397
khoj,26365,sabaimran,san francisco,San Francisco,United States,37.7749295,-122.4194155
khoj,26365,aam-at,Singapore,Singapore,Singapore,1.352083,103.819836
khoj,26365,hjamet,Switzerland/France,border Switzerland - France,Switzerland/Switzerland/Switzerland/Swiss,46.227638,2.213749
khoj,26365,samhoooo,"London, United Kingdom",London,United Kingdom,51.5072178,-0.1275862
khoj,26365,shantanuSakpal,India,India,India,20.593684,78.96288
khoj,26365,Muftawo,Accra,Accra,Ghana,5.559284600000001,-0.1974306
khoj,26365,DPS0340,"Seoul, Republic of Korea",Seoul,Republic of Korea,37.550263,126.9970831
khoj,26365,arcuru,"Seattle, WA",Seattle,United States,47.6061389,-122.3328481
khoj,26365,telotortium,"Mountain View, CA",Mountain View,Canada,37.3900264,-122.0812304
khoj,26365,sjbutler,"Skovde, Sweden",Skovde,Sweden,58.3902782,13.8461208
khoj,26365,ReallyVirtual,Pakistan,Lahore,Pakistan,30.375321,69.34511599999999
khoj,26365,tuan3w,Hanoi,Hanoi City,Vietnam,21.0277644,105.8341598
khoj,26365,tbelbek,Istanbul,Istanbul,Türkiye,41.0082376,28.9783589
khoj,26365,yewton,"Chiba, Japan",Chiba,Japan,35.6074041,140.1065366
khoj,26365,bholagabbar,NYC,City of New York,United States,40.7127753,-74.0059728
khoj,26365,suliveevil,"XingTai, Hebei, China",XingTai,China,37.0705499,114.50443
khoj,26365,tjsousa,"Lisbon, Portugal",Lisbon,Portugal,38.7222524,-9.1393366
khoj,26365,albd,SF Bay Area,San Francisco Bay Area,United States,37.8271784,-122.2913078
khoj,26365,spott,"Boulder, Co",Boulder,Co,40.0189728,-105.2747406
khoj,26365,dtkav,"Berkeley, CA",Berkeley,United States,37.8715226,-122.273042
khoj,26365,yuzhou721,"Kunming,Yunnan China",Kunming,China,24.8796599,102.83322
khoj,26365,axelson,"Honolulu, HI",Honolulu,United States,21.3098845,-157.8581401
khoj,26365,joshavant,"Austin, TX",Austin,United States,30.267153,-97.7430608
khoj,26365,jtbg,Chicago,Chicago,United States,41.8781136,-87.6297982
khoj,26365,codeluggage,Norway,Trondheim,Norway,60.47202399999999,8.468945999999999
khoj,26365,shahnewaz-labib,"Dhaka, Bangladesh",Dhaka,Bangladesh,23.804093,90.4152376
mem0,24772,taranjeet,San Francisco,San Francisco,United States,37.7749295,-122.4194155
mem0,24772,deshraj,San Francisco,San Francisco,United States,37.7749295,-122.4194155
mem0,24772,cachho,Germany,Germany,Germany,51.165691,10.451526
mem0,24772,sidmohanty11,India,India,India,20.593684,78.96288
mem0,24772,prateekchhikara,"San Francisco, California",San Francisco,California,37.7749295,-122.4194155
mem0,24772,spike-spiegel-21,India,India,India,20.593684,78.96288
mem0,24772,PranavPuranik,"Austin, Texas",Austin,Texas,30.267153,-97.7430608
mem0,24772,sahilyadav902,"New Delhi, India",New Delhi,India,28.6139298,77.2088282
mem0,24772,parshvadaftari,India,India,India,20.593684,78.96288
mem0,24772,rupeshbansal,"London, UK",London,United Kingdom,51.5072178,-0.1275862
mem0,24772,subhajit20,Kolkata,Kolkata,India,22.5743545,88.3628734
mem0,24772,misrasaurabh1,San Francisco,San Francisco,United States,37.7749295,-122.4194155
mem0,24772,ketangangal,India,India,India,20.593684,78.96288
mem0,24772,vatsalrathod16,Charlotte,Charlotte,United States,35.2215548,-80.840116
mem0,24772,infinite-wait,Barcelona,Barcelona,Spain,41.3873974,2.168568
mem0,24772,kmitul,Tokyo,Tokyo,Japan,35.6764225,139.650027
mem0,24772,Jai0401,"Bhavanagar, Gujarat, India",Bhavnagar,India,21.7644725,72.15193040000001
mem0,24772,reachAnushaKondam,Texas,Texas,United States,30.27272809999999,-97.7411016
mem0,24772,gasolin,Taiwan,Taiwan,Taiwan,23.69781,120.960515
mem0,24772,maccuryj,"Frankfurt, Hesse",Frankfurt,Hesse,50.1109221,8.6821267
mem0,24772,sukkritsharmaofficial,Bangalore,Bengaluru,India,12.9715987,77.5945627
mem0,24772,dtee1,Canada,San Francisco,Canada,56.130366,-106.346771
mem0,24772,Dhravya,"Tempeh, Arizona",Tempe,Arizona,33.4255104,-111.9400054
mem0,24772,Divyanshu9822,"Delhi, India",Delhi,India,28.6139298,77.2088282
mem0,24772,Rayhanpatel,"Chennai, India",Chennai,India,13.0843007,80.2704622
mem0,24772,PrashantDixit0,India,India,India,20.593684,78.96288
mem0,24772,KapilM26,Ottawa,Ottawa,Canada,45.4200572,-75.7003397
mem0,24772,kirklin,"Fuzhou, China",Fuzhou,China,26.0742099,119.29647
mem0,24772,Ukong0324,Republic of Korea ,korea,Korea,35.907757,127.766922
mem0,24772,pc9,India,India,India,20.593684,78.96288
mem0,24772,Tushar-kalsi,Gurgaon,Gurgaon,India,28.4594965,77.0266383
mem0,24772,TommyZihao,Shanghai,Shanghai,China,31.230416,121.473701
mem0,24772,slobodaapl,Bratislava,Bratislava,Slovakia,48.1485965,17.1077477
mem0,24772,thomasgtaylor,"North Carolina, USA",North Carolina,United States,35.7804509,-78.6400751
mem0,24772,lucifertrj,"Bangalore, India",Bangalore,India,12.9715987,77.5945627
mem0,24772,subhadip001,India,India,India,20.593684,78.96288
mem0,24772,maamalama,San Francisco,San Francisco,United States,37.7749295,-122.4194155
mem0,24772,ShivamMenda,Bangalore,Bengaluru,India,12.9715987,77.5945627
mem0,24772,SamuelDevdas,Switzerland,Switzerland/Switzerland/Switzerland/Swiss,Switzerland,46.818188,8.227511999999999
mem0,24772,richawo,"London, UK",London,United Kingdom,51.5072178,-0.1275862
mem0,24772,Rhythm-08,Ludhiana,Ludhiana,India,30.900965,75.8572758
mem0,24772,morgoth9808,India,India,India,20.593684,78.96288
mem0,24772,Shady2kOver,"New Delhi, India",New Delhi,India,28.6139298,77.2088282
mem0,24772,xu-xiang,hangzhou,Hangzhou,China,30.2741499,120.15515
mem0,24772,mggger,China,China,China,35.86166,104.195397
mem0,24772,limboinf,"Beijing,China",Beijing,China,39.904211,116.407395
mem0,24772,Freshield,Beijing,Beijing,China,39.904211,116.407395
mem0,24772,jesse-c,"London, UK",London,United Kingdom,51.5072178,-0.1275862
mem0,24772,Harin329,"Vancouver, BC",Vancouver,BC,49.2827291,-123.1207375
mem0,24772,FoliageOwO,China Mainland,China Mainland,China,35.86166,104.195397
mem0,24772,felipeavilis,Brazil,Brazil,Brazil,-14.235004,-51.92528
mem0,24772,caifeizhi,Hangzhou,Hangzhou,China,30.2741499,120.15515
mem0,24772,vsatyamuralikrishna,"Devarapalli, India",Devarapalli,India,17.0319626,81.55629069999999
mem0,24772,anantoj,Jakarta,Special Capital Region of Jakarta,Indonesia,-6.1944491,106.8229198
mem0,24772,alessandropanzieri,Rome,Rome,Italy,41.8967068,12.4822025
mem0,24772,OsamaNabih,"Cairo, Egypt",Cairo,Egypt,30.0444196,31.2357116
mem0,24772,OjusWiZard,India,India,India,20.593684,78.96288
mem0,24772,nikhilsharma26500,"Toronto, Ontario",Toronto,Ontario,43.653226,-79.3831843
mem0,24772,MUZAMMILPERVAIZ,"House, Punjab, Pakistan",Room,Pakistan,33.8579527,72.4139787
mem0,24772,1MikeMakuch,"Austin, Tx",Austin,United States,30.267153,-97.7430608
mem0,24772,maxvonhippel,Boston,Boston,United States,42.3555076,-71.0565364
mem0,24772,mrbusche,"Des Moines,, IA",Des Moines,United States,41.5896139,-93.6163963
mem0,24772,mark-watson,Flagstaff Arizona,Flagstaff,United States,35.1982836,-111.651302
mem0,24772,markmbain,San Francisco Bay Area,San Francisco Bay Area,United States,37.7749295,-122.4194155
mem0,24772,lvpx,India,India,India,20.593684,78.96288
mem0,24772,kindertheo,France,France,France,46.227638,2.213749
mem0,24772,Pecunia201,United Kingdom,United Kingdom,United Kingdom,55.378051,-3.435973
mem0,24772,josephchancey,California,California,United States,34.0548951,-118.2426415
mem0,24772,Zncl2222,Taipei,Taipei City,Taiwan,25.0329694,121.5654177
MoneyPrinterTurbo,23929,vuisme,"Ho Chi Minh, Vietnam",Ho Chi Minh,Vietnam,10.8230989,106.6296638
MoneyPrinterTurbo,23929,KevinZhang19870314,Shanghai,Shanghai,China,31.230416,121.473701
MoneyPrinterTurbo,23929,Sw0rdf1sh1,Germany,Germany,Germany,51.165691,10.451526
MoneyPrinterTurbo,23929,highkay,Shanghai.China,Shanghai,China,31.230416,121.473701
MoneyPrinterTurbo,23929,elf-mouse,"Shanghai, China",Shanghai,China,31.230416,121.473701
MoneyPrinterTurbo,23929,Dreyfi,Sao Paulo - SP Brazil,São Paulo,Brazil,-23.5557714,-46.6395571
MoneyPrinterTurbo,23929,LucasHenriqueDiniz,Brazil,Brazil,Brazil,-14.235004,-51.92528
MoneyPrinterTurbo,23929,vipinbihari,Kanpur ( (Uttar Pradesh) INDIA ),Kanpur,India,26.449923,80.3318736
mojo,23736,lattner,"Bay Area, California, USA",Bay Area,United States,37.8271784,-122.2913078
mojo,23736,JoeLoser,"Denver, Colorado",Denver,Colorado,39.7392358,-104.990251
mojo,23736,ConnorGray,"Champaign, Illinois",Champaign,Illinois,40.11628839999999,-88.2435155
mojo,23736,scottamain,Los Angeles,Los Angeles,United States,34.0549076,-118.242643
mojo,23736,jackos,"Half Moon Bay, California",Half Moon Bay,California,37.4635519,-122.4285862
mojo,23736,gabrieldemarmiesse,"Paris, France",Paris,France,48.8575475,2.3513765
mojo,23736,patrickdoc,"Chicago, IL, USA",Chicago,United States,41.8781136,-87.6297982
mojo,23736,lsh,San Francisco,San Francisco,United States,37.7749295,-122.4194155
mojo,23736,bgreni,"Edmonton, Alberta",Edmonton,Alberta,53.5460983,-113.4937266
mojo,23736,bethebunny,"Berkeley, CA",Berkeley,Canada,37.8715226,-122.273042
mojo,23736,keith,"Seattle, WA",Seattle,United States,47.6061389,-122.3328481
mojo,23736,mzaks,Berlin,Berlin,Germany,52.52000659999999,13.404954
mojo,23736,jjvraw,"Cape Town, South Africa",Cape Town,South Africa,-33.922087,18.4231418
mojo,23736,modocache,"New York, USA",New York,United States,40.7127753,-74.0059728
mojo,23736,willghatch,USA,United States,United States,38.7945952,-106.5348379
mojo,23736,AustinDoolittle,Boston,Boston,United States,42.3555076,-71.0565364
mojo,23736,raiseirql,Seattle,Seattle,United States,47.6061389,-122.3328481
mojo,23736,weiweichen,Massachusetts,Boston,Massachusetts,42.3579679,-71.0626885
mojo,23736,jayzhan211,Taiwan,Taiwan,Taiwan,23.69781,120.960515
mojo,23736,ehsanmok,"Vancouver, BC",Vancouver,BC,49.2827291,-123.1207375
mojo,23736,AmaranthineCodices,SF Bay Area,San Francisco Bay Area,United States,37.8271784,-122.2913078
mojo,23736,peymanbr,Sweden,Sweden,Sweden,60.12816100000001,18.643501
mojo,23736,ScottBrenner,"San Francisco, CA",San Francisco,Canada,37.7749295,-122.4194155
mojo,23736,dualvtable,"California, USA",California,United States,34.0548951,-118.2426415
mojo,23736,bzcheeseman,SF Bay Area,San Francisco Bay Area,United States,37.8271784,-122.2913078
mojo,23736,asaadaldien,Seattle,Seattle,United States,47.6061389,-122.3328481
mojo,23736,tran-huy-phuc,"Ho Chi Minh, Vietnam",Ho Chi Minh,Vietnam,10.8230989,106.6296638
mojo,23736,vguerra,"Paris, France",Paris,France,48.8575475,2.3513765
mojo,23736,nmsmith,"Melbourne, Australia",Melbourne,Australia,-37.8136276,144.9630576
mojo,23736,thatstoasty,"Austin, TX",Austin,United States,30.267153,-97.7430608
mojo,23736,MertCelik,Tallinn/Estonia,Tallinn,Estonia,59.43696079999999,24.7535746
mojo,23736,YichengDWu,"Calgary, AB",Calgary,AB,51.04473309999999,-114.0718831
mojo,23736,hayduker,"Golden, CO",Golden,United States,39.755543,-105.2210997
mojo,23736,dukebw,"Hamilton, Ontario, Canada",Hamilton,Canada,43.2557206,-79.8711024
mojo,23736,avitkauskas,"Vilnius, Lithuania",Vilnius,Lithuania,54.6871555,25.2796514
mojo,23736,PeimingLiu,Seattle,Seattle,United States,47.6061389,-122.3328481
mojo,23736,rachfop,Seattle,Seattle,United States,47.6061389,-122.3328481
mojo,23736,mikowals,Australia,Melbourne,Australia,-25.274398,133.775136
mojo,23736,judyheflin,Los Angeles,Los Angeles,United States,34.0549076,-118.242643
mojo,23736,jancarloonce,"Quezon City, Philippines",Quezon City,Philippines,14.6760413,121.0437003
mojo,23736,parallelistix,Toronto,Toronto,Canada,43.653226,-79.3831843
mojo,23736,sabauma,"Natick, Massachusetts",Natick,Massachusetts,42.2775281,-71.3468091
mojo,23736,taylorpool,"Pittsburgh, PA",Pittsburgh,United States,40.4386612,-79.9972352
mojo,23736,yihualou,Los Angeles,Los Angeles,United States,34.0549076,-118.242643
mojo,23736,jon-chuang,San Francisco,San Francisco,United States,37.7749295,-122.4194155
mojo,23736,toiletsandpaper,Rostov-on-Don,Rostov-on-Don urban district,Russia,47.2357137,39.701505
mojo,23736,shayan-shams,"Atlanta, GA",Atlanta,United States,33.7501275,-84.3885209
mojo,23736,chriselrod,"Somerville, MA",Somerville,United States,42.3875968,-71.0994968
mojo,23736,ehein6,"Atlanta, GA",Atlanta,United States,33.7501275,-84.3885209
mojo,23736,fricc33,"Mountain View, CA",Mountain View,Canada,37.3900264,-122.0812304
mojo,23736,GeauxEric,CA USA,Los Angeles,CA USA,34.0548951,-118.2426415
mojo,23736,joshpeterson,"Pittsburgh, PA",Pittsburgh,United States,40.4386612,-79.9972352
mojo,23736,kszucs,Budapest,Budapest,Hungary,47.497912,19.040235
mojo,23736,mbs-modular,"Seattle, WA, USA",Seattle,United States,47.6061389,-122.3328481
mojo,23736,sa-,"Berlin, Germany",Berlin,Germany,52.52000659999999,13.404954
mojo,23736,zhoujingya,hangzhou,Hangzhou,China,30.2741499,120.15515
mojo,23736,scw,"brookline, ma",brookline,United States,42.33176419999999,-71.1211635
mojo,23736,Shaikh-Ubaid,India,India,India,20.593684,78.96288
mojo,23736,spoonbobo,Hong Kong,Hong Kong,China,22.3193039,114.1693611
mojo,23736,kraudy,Nicaragua,Nicaragua,Nicaragua,12.865416,-85.207229
mojo,23736,rcghpge,"Dallas/Fort Worth, TX",Dallas/Fort Worth,United States,32.7766642,-96.7969879
mojo,23736,rahuldshetty,India,India,India,20.593684,78.96288
mojo,23736,benz0li,Elsinore,Helsingør,Denmark,56.030787,12.592127
mojo,23736,MoSafi2,"Aachen, Germany",Aachen,Germany,50.7753455,6.083886800000001
mojo,23736,shenyih0ng,Singapore,Singapore,Singapore,1.352083,103.819836
mojo,23736,visserle,"Hamburg, Germany",Hamburg,Germany,53.5488282,9.9871703
mojo,23736,czekster,"Birmingham, UK",Birmingham,United Kingdom,52.4822694,-1.8900078
mojo,23736,sraza-onshape,Boston Metro area,United States,United States,42.3600709,-71.0588305
mojo,23736,zachgrayio,Oahu,Clothes,United States,21.4389123,-158.0000565
mojo,23736,davors72,San Francisco,San Francisco,United States,37.7749295,-122.4194155
mojo,23736,naibaf7,Oslo,Oslo,Norway,59.9138688,10.7522454
mojo,23736,dduugg,"Portland, OR",Portland,United States,45.515232,-122.6783853
mojo,23736,mdanatg,USA,United States,United States,38.7945952,-106.5348379
mojo,23736,cnhz95,"Stockholm, Sweden",Stockholm,Sweden,59.3327036,18.0656255
mojo,23736,carolinefrasca,"Boston, MA",Boston,United States,42.3555076,-71.0565364
mojo,23736,williamw,"Chicago, IL",Chicago,United States,41.8781136,-87.6297982
mojo,23736,Av1nag,"Telaprolu, Gannavaram",Telaprolu,Gannavaram,16.5810618,80.8917353
mojo,23736,carun,"Folsom, California",Folsom,California,38.6719495,-121.1612945
mojo,23736,iamaliyousefi,Netherlands,The Netherlands,Netherlands,52.132633,5.291265999999999
mojo,23736,alexandremendoncaalvaro,Brazil,Brazil,Brazil,-14.235004,-51.92528
mojo,23736,zverianskii,Belgrade,Belgrade,Serbia,44.8125449,20.46123
mojo,23736,Mayureshd-18,Pune,Pune City,India,18.5204303,73.8567437
mojo,23736,mmaton,United Kingdom,United Kingdom,United Kingdom,55.378051,-3.435973
mojo,23736,leandrolcampos,"Belo Horizonte, Brazil",Belo Horizonte,Brazil,-19.919052,-43.9386685
mojo,23736,kipras,Lithuania,Vilnius,Lithuania,55.169438,23.881275
mojo,23736,kenshih,"West Coast, USA",West Coast,United States,62.4113634,-149.0729715
mojo,23736,jmd1011,Bay Area,San Francisco Bay Area,United States,37.8271784,-122.2913078
mojo,23736,iharabukhouski,"Austin, TX",Austin,United States,30.267153,-97.7430608
mojo,23736,hamirmahal,San Francisco Bay Area,San Francisco Bay Area,United States,37.7749295,-122.4194155
mojo,23736,hamelsmu,"Portland, OR",Portland,United States,45.515232,-122.6783853
mojo,23736,fwessels,"Los Altos Hills, CA",Los Altos Hills,Canada,37.3796627,-122.1374637
continue,23679,sestinj,SF,San Francisco,United States,37.7749295,-122.4194155
